listing_id,property_id,list_date,status,list_price,listing_agent,description
L1486,P919,2022-07-18,Active,38992685,Tracey Scott,Relax in the exercise room or entertain in the granite countertops of this home.
L1487,P209,2022-03-18,Leased,66758413,Mary Singh,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1488,P856,2022-09-21,Active,74850280,Belinda Rangel,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1489,P119,2023-01-24,Leased,66424821,Brianna Yates,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1490,P033,2022-04-23,Leased,8339943,Alan Oliver,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1491,P635,2023-04-22,Sold,98574040,Kevin Patrick,Relax in the exercise room or entertain in the granite countertops of this home.
L1492,P904,2023-07-31,Leased,91105216,Jennifer Murphy,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1493,P561,2022-06-30,Leased,43944542,Carlos Vasquez,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1494,P986,2022-10-09,Sold,50529542,Emily Rose,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1495,P479,2022-03-06,Leased,54217544,Carolyn Marshall,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1496,P118,2023-09-04,Sold,80098836,Edward Weeks,Relax in the exercise room or entertain in the granite countertops of this home.
L1497,P389,2022-09-02,Sold,23191583,Jason Alexander,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1498,P939,2022-07-08,Pending,55235447,Nicole Blevins,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1499,P785,2022-08-29,Sold,6792933,Kevin Walker,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1500,P064,2023-11-13,Sold,38454558,David Ross,"Charming property offering fireplace, pantry."
L1501,P286,2022-03-06,Leased,30476282,Linda Green,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1502,P965,2024-01-15,Sold,12001539,Jeffrey Arroyo,Spacious layout with stone countertops and built-in shelving.
L1503,P350,2023-07-25,Leased,37739733,Marissa Gates,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1504,P346,2024-01-03,Pending,47493759,Karen Thompson,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1505,P301,2023-10-12,Leased,89241664,Jonathan Matthews,Relax in the exercise room or entertain in the granite countertops of this home.
L1506,P122,2023-11-07,Leased,6962423,Ms. Pamela Ibarra,Relax in the exercise room or entertain in the granite countertops of this home.
L1507,P460,2022-04-15,Active,61343313,Karen Campbell,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1508,P708,2023-11-15,Sold,82303791,Karen Page,"Charming property offering fireplace, pantry."
L1509,P359,2022-11-17,Pending,78156442,Maria Wright,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1510,P939,2023-07-04,Active,66647201,Chelsea Fuller,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1511,P379,2023-01-14,Leased,38302197,Tiffany Rivera,Spacious layout with stone countertops and built-in shelving.
L1512,P004,2022-05-30,Sold,32940663,Lisa Cruz,Spacious layout with stone countertops and built-in shelving.
L1513,P119,2023-12-28,Leased,4341817,Teresa Hendricks,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1514,P714,2022-03-04,Pending,63575351,Kelly Butler,"Charming property offering fireplace, pantry."
L1515,P274,2022-12-19,Active,45118562,Tammy Smith,Relax in the exercise room or entertain in the granite countertops of this home.
L1516,P034,2022-08-21,Pending,94059315,Christine Gilbert,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1517,P670,2023-03-14,Leased,81246103,Lee Barker,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1518,P238,2023-05-29,Pending,13395827,Spencer Mcdonald,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1519,P021,2023-02-23,Leased,99196511,Eric Buchanan,Relax in the exercise room or entertain in the granite countertops of this home.
L1520,P883,2022-09-13,Pending,23950682,Monique Robbins,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1521,P328,2022-09-12,Sold,69597107,Laura Price,Relax in the exercise room or entertain in the granite countertops of this home.
L1522,P925,2023-09-11,Leased,66848014,Joyce Tanner,"Charming property offering fireplace, pantry."
L1523,P750,2023-05-10,Pending,40860194,Danielle Contreras,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1524,P595,2023-11-26,Active,54465191,Christopher Ortiz,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1525,P984,2023-09-07,Sold,72833922,Donna Conley,Spacious layout with stone countertops and built-in shelving.
L1526,P091,2023-08-30,Leased,30276563,Charles Pierce,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1527,P601,2022-10-17,Leased,19194987,Kyle Scott,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1528,P923,2023-09-04,Sold,76869901,Joseph Gray,"Charming property offering fireplace, pantry."
L1529,P005,2022-11-24,Sold,28444622,Terry Shepherd,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1530,P999,2023-07-21,Leased,29195147,Desiree Holloway,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1531,P904,2024-02-11,Pending,57073581,John Carter,Relax in the exercise room or entertain in the granite countertops of this home.
L1532,P919,2022-03-25,Active,36139224,Ronald Moore,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1533,P865,2022-12-08,Sold,66298723,Brittany Harvey,"Charming property offering fireplace, pantry."
L1534,P392,2023-01-03,Pending,22445779,Jennifer Griffin,Spacious layout with stone countertops and built-in shelving.
L1535,P689,2023-06-13,Pending,28090940,Adrian Rowe,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1536,P466,2023-01-31,Sold,26463864,Anna Day,Relax in the exercise room or entertain in the granite countertops of this home.
L1537,P503,2023-02-18,Sold,65695575,Brian Conley,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1538,P377,2022-09-27,Sold,2564283,Michael Vasquez,Spacious layout with stone countertops and built-in shelving.
L1539,P148,2022-04-02,Leased,88256963,Kristen Cruz,"Charming property offering fireplace, pantry."
L1540,P105,2022-02-20,Active,49706559,Margaret Johnson,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1541,P732,2024-02-08,Active,33548200,Matthew Dean,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1542,P224,2022-08-06,Active,98739891,David Garcia,Spacious layout with stone countertops and built-in shelving.
L1543,P105,2022-04-12,Active,93430330,Taylor Duran,Relax in the exercise room or entertain in the granite countertops of this home.
L1544,P280,2023-04-13,Active,54355428,Mr. Brian Hernandez,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1545,P398,2022-05-17,Sold,76446601,Fernando Walton,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1546,P608,2022-04-20,Pending,22052920,Andrea Munoz,"Charming property offering fireplace, pantry."
L1547,P360,2022-05-19,Active,73845850,Jesus Grant,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1548,P606,2022-11-16,Sold,82652254,Jon Roman,Spacious layout with stone countertops and built-in shelving.
L1549,P012,2023-10-28,Active,84159219,Joanna Hughes,"Charming property offering fireplace, pantry."
L1550,P530,2023-03-13,Sold,15287400,Katherine Jackson,"Charming property offering fireplace, pantry."
L1551,P619,2023-03-31,Active,80259118,Paul Curry,"Charming property offering fireplace, pantry."
L1552,P797,2024-01-22,Pending,83109697,Bianca Griffin,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1553,P033,2023-04-01,Leased,13114157,David Mcneil,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1554,P431,2022-06-30,Sold,74418051,Sabrina Williamson DVM,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1555,P135,2022-11-12,Active,84165478,Helen Dean,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1556,P484,2024-01-11,Sold,37482259,Randy Jones,"Charming property offering fireplace, pantry."
L1557,P595,2022-05-02,Pending,54431241,Joe Rodriguez,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1558,P134,2023-05-19,Leased,56072572,Leslie Maldonado,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1559,P401,2022-12-20,Sold,59356927,Greg Smith,Spacious layout with stone countertops and built-in shelving.
L1560,P728,2022-05-15,Sold,24950581,Brenda Chapman,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1561,P623,2022-02-13,Pending,56857904,Shirley Johnson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1562,P069,2022-07-21,Leased,31016700,Craig Koch,Spacious layout with stone countertops and built-in shelving.
L1563,P624,2023-07-15,Sold,23757477,Joanne Adams,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1564,P205,2022-12-10,Leased,39533489,Jorge Cobb,"Charming property offering fireplace, pantry."
L1565,P858,2023-10-21,Pending,71185870,Pamela Wilson,Relax in the exercise room or entertain in the granite countertops of this home.
L1566,P929,2024-01-13,Sold,8095528,Jessica Watts,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1567,P265,2023-09-02,Sold,31769010,Lisa Hardy,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1568,P939,2022-11-03,Active,10629845,Alexander Crosby,Spacious layout with stone countertops and built-in shelving.
L1569,P767,2023-08-30,Sold,39263040,Kristina Blake,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1570,P550,2023-01-29,Active,34218565,Brian Mills,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1571,P069,2022-03-22,Leased,27829842,Laura Keller,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1572,P664,2022-12-30,Pending,77875919,Cynthia Yoder,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1573,P627,2022-02-21,Sold,35894791,Jessica Hughes,Relax in the exercise room or entertain in the granite countertops of this home.
L1574,P024,2022-07-29,Pending,54622468,Arthur Scott,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1575,P332,2022-02-28,Active,27799141,Donna Hunt,Spacious layout with stone countertops and built-in shelving.
L1576,P477,2022-03-14,Pending,59648776,Mark Campbell,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1577,P917,2022-06-28,Active,63401652,Miguel Dennis,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1578,P412,2022-04-25,Active,44321740,Jonathan Murphy,Relax in the exercise room or entertain in the granite countertops of this home.
L1579,P489,2023-08-28,Active,83462962,Daniel Carey,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1580,P567,2023-10-01,Sold,9402310,Pamela Alvarado,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1581,P188,2022-07-27,Sold,8284325,Anna Hunter,"Charming property offering fireplace, pantry."
L1582,P268,2022-12-31,Active,34710166,Carla Serrano,"Charming property offering fireplace, pantry."
L1583,P458,2023-11-05,Pending,49963206,Lindsay Herrera,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1584,P190,2023-12-08,Pending,22006599,James Ramirez,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1585,P015,2023-09-06,Active,51288516,Randall Hall,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1586,P546,2022-06-07,Active,11151241,Sharon Lopez,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1587,P975,2022-06-16,Sold,72647466,Joshua Fischer,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1588,P518,2023-10-31,Active,23352720,Patrick Bender,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1589,P849,2022-11-04,Leased,41636234,Gabriel Robertson,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1590,P849,2022-12-12,Active,62995952,Kimberly Lewis,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1591,P844,2022-03-25,Sold,55228780,Elizabeth Smith,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1592,P449,2023-01-22,Leased,14018734,Gwendolyn Gaines,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1593,P370,2022-03-01,Active,52553497,Thomas Goodwin,Spacious layout with stone countertops and built-in shelving.
L1594,P578,2024-01-17,Pending,82393251,Alison Mason,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1595,P483,2022-07-16,Pending,75481297,Alyssa Vasquez,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1596,P722,2023-05-01,Leased,95499178,Ashley Harrison,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1597,P756,2023-07-13,Sold,5728900,Brian Mccann,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1598,P624,2022-10-31,Sold,1888629,Wesley Boyd,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1599,P462,2022-05-19,Sold,69195164,Mark Graves,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1600,P495,2022-10-26,Pending,15105347,Diane Jones,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1601,P787,2023-08-25,Active,13405670,Alexandra Spears,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1602,P680,2022-10-16,Sold,89694147,Larry Williamson,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1603,P815,2023-11-04,Active,51026251,Meghan Noble,Spacious layout with stone countertops and built-in shelving.
L1604,P083,2023-04-25,Active,37108387,Lisa Webb,"Charming property offering fireplace, pantry."
L1605,P238,2022-05-31,Sold,89020065,Christopher Lee,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1606,P589,2022-11-23,Leased,47733483,Jessica Smith DDS,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1607,P635,2023-12-11,Active,90646803,Benjamin Tapia,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1608,P651,2023-04-07,Active,78971937,Karla Wood,"Charming property offering fireplace, pantry."
L1609,P092,2022-02-28,Active,11947543,Patrick Pierce,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1610,P840,2022-04-09,Sold,30282273,Morgan Lopez,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1611,P851,2022-09-22,Active,54151715,Cody Garcia,Relax in the exercise room or entertain in the granite countertops of this home.
L1612,P152,2023-11-02,Pending,80902209,Leah Tapia,Relax in the exercise room or entertain in the granite countertops of this home.
L1613,P795,2023-02-04,Sold,81310363,Gabrielle Tran,Spacious layout with stone countertops and built-in shelving.
L1614,P589,2022-11-12,Leased,30301880,Nicole Williams,Relax in the exercise room or entertain in the granite countertops of this home.
L1615,P189,2023-04-23,Active,81687732,James Ferguson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1616,P922,2024-01-13,Sold,6318844,Lisa Ballard,Spacious layout with stone countertops and built-in shelving.
L1617,P669,2022-02-26,Sold,14530063,Jason Rocha,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1618,P034,2022-03-01,Sold,23255257,Sheila Lane,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1619,P403,2022-04-02,Active,19318183,Kristine Bowers,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1620,P787,2023-03-11,Pending,89177028,Lisa Norton,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1621,P567,2022-10-17,Sold,69671037,Kenneth Barnett,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1622,P186,2022-11-08,Pending,74934737,Peter Martin,Relax in the exercise room or entertain in the granite countertops of this home.
L1623,P546,2023-04-06,Pending,46155954,Leah Clayton,Spacious layout with stone countertops and built-in shelving.
L1624,P444,2023-12-18,Leased,91137849,Richard Frey,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1625,P844,2022-04-21,Sold,31017412,Calvin Shannon,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1626,P936,2023-01-09,Pending,7895054,Rebecca Russell,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1627,P027,2022-04-19,Active,21519477,Jon Baker,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1628,P463,2023-09-20,Active,5564777,Richard Martin,Relax in the exercise room or entertain in the granite countertops of this home.
L1629,P991,2023-02-15,Active,68877771,Anthony Williams,Relax in the exercise room or entertain in the granite countertops of this home.
L1630,P279,2023-04-11,Sold,43034731,Ricky Daniels,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1631,P544,2022-05-31,Pending,81789771,William Diaz,Spacious layout with stone countertops and built-in shelving.
L1632,P666,2023-06-03,Pending,94646607,Patrick Lyons,"Charming property offering fireplace, pantry."
L1633,P046,2023-01-28,Active,2532168,Robin Kramer,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1634,P067,2023-07-31,Sold,60776185,Nicole Mclaughlin,"Charming property offering fireplace, pantry."
L1635,P769,2022-10-14,Active,47063991,Ronald Mcintosh,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1636,P449,2022-08-17,Leased,69711705,Haley Leon,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1637,P075,2022-08-21,Pending,94701406,Robert Allen,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1638,P116,2024-02-07,Leased,53257429,Shane Proctor,Spacious layout with stone countertops and built-in shelving.
L1639,P962,2022-11-16,Pending,55110738,Lisa Moore,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1640,P353,2023-06-30,Sold,49530883,Anthony Jimenez,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1641,P996,2023-09-16,Sold,59553792,Susan Lloyd,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1642,P478,2022-02-19,Sold,54176165,Devin Forbes,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1643,P935,2023-01-24,Leased,43865198,James Gutierrez,Spacious layout with stone countertops and built-in shelving.
L1644,P769,2023-04-11,Sold,14861720,Stacy Leblanc,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1645,P070,2022-10-08,Active,19998238,Pamela Gonzalez,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1646,P208,2023-09-13,Active,22003110,David Walker,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1647,P329,2023-09-28,Active,67611299,Marcus Robinson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1648,P740,2022-09-29,Leased,36460922,Bobby Reese,Spacious layout with stone countertops and built-in shelving.
L1649,P687,2023-06-20,Leased,32137856,Samuel Simmons,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1650,P143,2022-02-26,Active,78412552,James Kelly,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1651,P436,2023-09-13,Pending,13388017,Amy Pierce,"Charming property offering fireplace, pantry."
L1652,P402,2023-12-08,Leased,23060260,Eric Owens,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1653,P576,2022-08-04,Leased,52434453,Joshua Bradley,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1654,P931,2023-07-27,Active,1421295,Julie Gilbert,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1655,P505,2022-07-12,Pending,95490473,Stephen Leonard,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1656,P147,2023-06-15,Leased,94343832,Stacy Novak,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1657,P609,2022-08-26,Sold,8305928,Stacy Johnson,Relax in the exercise room or entertain in the granite countertops of this home.
L1658,P689,2023-02-10,Leased,67867756,Daniel Taylor,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1659,P515,2022-10-10,Active,76517958,Tammy Miller,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1660,P467,2023-10-09,Active,90849321,Roberta Berry,Spacious layout with stone countertops and built-in shelving.
L1661,P492,2023-07-29,Leased,68052268,Robert Coffey,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1662,P346,2022-09-13,Leased,36831277,Mark Davis,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1663,P824,2023-05-31,Active,69138995,Molly Raymond,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1664,P241,2023-02-22,Active,37606035,Maureen Anderson,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1665,P234,2022-04-30,Pending,7404952,Jamie Carter,"Charming property offering fireplace, pantry."
L1666,P479,2023-10-18,Leased,10103853,Beth Johnson,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1667,P785,2022-03-16,Leased,79677482,Kimberly Powell,"Charming property offering fireplace, pantry."
L1668,P058,2023-06-20,Active,46629856,Wayne Boyer,Relax in the exercise room or entertain in the granite countertops of this home.
L1669,P023,2023-01-06,Pending,26332143,Mark Flores,"Charming property offering fireplace, pantry."
L1670,P195,2023-03-04,Pending,92568553,James Lam,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1671,P733,2023-10-07,Leased,91470065,Adrian Washington,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1672,P618,2023-02-27,Leased,36402250,Brittney Charles,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1673,P348,2024-01-17,Active,23964306,Benjamin Velasquez,Spacious layout with stone countertops and built-in shelving.
L1674,P074,2023-09-07,Sold,81180786,Maureen Smith,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1675,P253,2022-08-21,Active,67580842,Joseph Arnold,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1676,P425,2022-03-01,Pending,4051115,Mr. Jordan Mcgee,Relax in the exercise room or entertain in the granite countertops of this home.
L1677,P630,2022-04-27,Sold,83059366,Nancy Hickman,Spacious layout with stone countertops and built-in shelving.
L1678,P735,2023-08-08,Leased,76061550,Destiny Holland,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1679,P383,2023-09-29,Active,44608869,Lauren Dennis,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1680,P853,2022-11-02,Active,75136397,Amanda Davis,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L1681,P623,2022-04-01,Sold,40801121,Jerry Gordon,"Charming property offering fireplace, pantry."
L1682,P536,2022-12-07,Sold,16934191,Douglas Rodriguez,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1683,P196,2022-09-15,Leased,59852162,Megan Murphy,"Charming property offering fireplace, pantry."
L1684,P999,2023-07-23,Pending,56153800,Shelby Silva,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1685,P951,2023-02-07,Leased,46236872,Barbara Russell,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L1686,P820,2023-11-30,Leased,58648005,Mary Harris,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1687,P493,2022-12-12,Active,60931343,Lindsey Garcia,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1688,P809,2022-10-23,Leased,89454467,Samuel Poole,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1689,P978,2023-01-10,Sold,97054191,Jamie Cook,Relax in the exercise room or entertain in the granite countertops of this home.
L1690,P483,2024-01-30,Leased,13039545,April Bass,Relax in the exercise room or entertain in the granite countertops of this home.
L1691,P233,2023-09-18,Leased,67525943,Diana Graves,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1692,P891,2023-05-28,Active,5403430,Anthony Clark,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1693,P398,2022-02-23,Pending,57187591,Hector Adams,Spacious layout with stone countertops and built-in shelving.
L1694,P387,2023-12-29,Active,84364966,Kyle Tate,Spacious layout with stone countertops and built-in shelving.
L1695,P747,2023-11-18,Pending,70817710,Albert Simmons,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1696,P030,2023-01-23,Sold,4530275,Samantha Sharp,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1697,P890,2023-04-28,Sold,50332250,Donald Carlson,Relax in the exercise room or entertain in the granite countertops of this home.
L1698,P600,2023-09-04,Sold,38878932,Debra Murray,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1699,P026,2023-11-06,Leased,37442013,Matthew Pope,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1700,P173,2022-03-12,Pending,34613223,Kirk Harris,Stunning security system and hardwood floors throughout highlight this home's appeal.
L1701,P637,2023-07-14,Pending,64602585,Amy Delgado MD,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1702,P290,2022-06-14,Pending,46835081,Alan Wheeler,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L1703,P777,2023-08-01,Active,57749151,Wayne Bowman,Relax in the exercise room or entertain in the granite countertops of this home.
L1704,P872,2023-10-06,Pending,41033432,John Buchanan,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L1705,P164,2023-01-19,Active,28732681,Dennis Alvarado,Relax in the exercise room or entertain in the granite countertops of this home.
L1706,P504,2023-10-24,Active,46160631,Kenneth Park,Spacious layout with stone countertops and built-in shelving.
L1707,P285,2022-04-11,Pending,28250012,Anna Carrillo,Enjoy the bonus room and stainless steel appliances in this lovely property.
L1708,P638,2022-03-31,Pending,69134470,Michelle Walker,"Modern design with bonus room, pool with sundeck, breakfast nook."
L1709,P025,2022-04-26,Sold,9166289,Marissa Dennis,Relax in the exercise room or entertain in the granite countertops of this home.
